image,label,size,width,height,mode,format
i - 1546.jpeg,iconography,34956,268,320,RGB,JPEG
1491.jpg,painting,12547,290,377,RGB,JPEG
0801.jpg,painting,12473,290,366,RGB,JPEG
i - 1021.jpeg,sculpture,31317,427,320,RGB,JPEG
i - 1095.jpeg,iconography,25383,268,320,RGB,JPEG
i - 277.jpeg,drawings,10167,213,320,RGB,JPEG
422.jpg,iconography,157278,560,816,RGB,JPEG
i - 996.jpeg,iconography,19504,274,320,RGB,JPEG
i - 103.jpeg,iconography,41893,480,272,RGB,JPEG
i - 1045.jpeg,drawings,30043,358,320,RGB,JPEG
i - 1305.jpeg,sculpture,13121,213,320,RGB,JPEG
281.jpg,sculpture,135507,478,717,RGB,JPEG
0692.jpg,painting,12973,290,360,RGB,JPEG
i - 1449.jpeg,sculpture,35041,427,320,RGB,JPEG
i - 437.jpeg,engraving,14797,454,320,RGB,JPEG
i - 201.jpeg,iconography,27000,402,320,RGB,JPEG
390.jpg,iconography,469407,702,960,RGB,JPEG
i - 503.jpeg,sculpture,16383,375,320,RGB,JPEG
i - 410.jpeg,engraving,25502,254,320,RGB,JPEG
i - 448.jpeg,engraving,19704,215,320,RGB,JPEG
i - 825.jpeg,drawings,14181,240,320,RGB,JPEG
i - 1172.jpeg,sculpture,12895,480,263,RGB,JPEG
0119.jpg,painting,16074,290,330,RGB,JPEG
i - 866.jpeg,drawings,45891,470,320,RGB,JPEG
14.jpg,engraving,82986,500,375,RGB,JPEG
336.jpg,iconography,126450,580,645,RGB,JPEG
176.jpg,engraving,72041,600,442,RGB,JPEG
i - 1344.jpeg,sculpture,15411,426,320,RGB,JPEG
i - 278.jpeg,engraving,31856,235,320,RGB,JPEG
i - 843.jpeg,sculpture,10026,160,320,RGB,JPEG
i - 1040.jpeg,drawings,39528,383,320,RGB,JPEG
i - 1509.jpeg,iconography,16621,320,320,RGB,JPEG
i - 412.jpeg,iconography,31950,320,320,RGB,JPEG
0458.jpg,painting,11290,290,245,RGB,JPEG
0046.jpg,painting,7854,290,387,RGB,JPEG
2278.jpg,painting,27837,290,249,RGB,JPEG
i - 943.jpeg,iconography,33946,275,320,RGB,JPEG
i - 530.jpeg,sculpture,16763,276,320,RGB,JPEG
1950_mainfoto_05.jpg,iconography,28797,290,467,RGB,JPEG
i - 331.jpeg,iconography,35063,480,307,RGB,JPEG
i - 1262.jpeg,iconography,27128,427,320,RGB,JPEG
i - 1182.jpeg,iconography,25001,254,320,RGB,JPEG
i - 1193.jpeg,iconography,21340,287,320,RGB,JPEG
0277.jpg,painting,9730,290,362,RGB,JPEG
i - 660.jpeg,drawings,16533,321,320,RGB,JPEG
i - 333.jpeg,sculpture,25186,469,320,RGB,JPEG
i - 568.jpeg,engraving,12504,207,320,RGB,JPEG
i - 213.jpeg,engraving,50416,397,320,RGB,JPEG
0415.jpg,painting,11693,290,226,RGB,JPEG
download (4).jpeg,drawings,8014,191,264,RGB,JPEG
1958_mainfoto_05.jpg,iconography,24375,290,368,RGB,JPEG
i - 135.jpeg,engraving,33857,379,320,RGB,JPEG
i - 317.jpeg,sculpture,47880,427,320,RGB,JPEG
i - 170.jpeg,engraving,56958,421,320,RGB,JPEG
i - 728.jpeg,drawings,24616,366,320,RGB,JPEG
i - 195.jpeg,engraving,26733,409,320,RGB,JPEG
i - 967.jpeg,iconography,21160,273,320,RGB,JPEG
i - 1336.jpeg,sculpture,12901,352,320,RGB,JPEG
i - 1398.jpeg,sculpture,13254,240,320,RGB,JPEG
i - 1121.jpeg,drawings,15477,383,320,RGB,JPEG
0616.jpg,painting,12547,290,377,RGB,JPEG
1583.jpg,painting,13125,290,357,RGB,JPEG
1560.jpg,painting,10693,290,399,RGB,JPEG
i - 1047.jpeg,sculpture,20696,480,318,RGB,JPEG
i - 42.jpeg,iconography,22008,270,320,RGB,JPEG
i - 318.jpeg,engraving,53391,341,320,RGB,JPEG
2135.jpg,painting,29497,290,317,RGB,JPEG
2.jpg,iconography,174692,450,585,RGB,JPEG
i - 254.jpeg,iconography,31025,276,320,RGB,JPEG
1828.jpg,painting,13221,290,314,RGB,JPEG
i - 107 20.26.46.jpeg,sculpture,17562,267,320,RGB,JPEG
1926.jpg,painting,21876,290,393,RGB,JPEG
104.jpeg,sculpture,34153,455,500,RGB,JPEG
286.jpg,iconography,55377,597,875,RGB,JPEG
650.jpg,iconography,505818,500,545,RGB,JPEG
1156.jpg,painting,17822,290,410,RGB,JPEG
598.jpg,iconography,130534,520,700,RGB,JPEG
0992.jpg,painting,12973,290,360,RGB,JPEG
i - 382.jpeg,iconography,29878,427,320,RGB,JPEG
i - 71.jpeg,drawings,10380,253,320,RGB,JPEG
0278.jpg,painting,10209,290,364,RGB,JPEG
i - 1049.jpeg,sculpture,9558,320,320,RGB,JPEG
i - 370.jpeg,iconography,23104,274,320,RGB,JPEG
i - 54.jpeg,iconography,23516,260,320,RGB,JPEG
257.jpg,sculpture,156995,500,750,RGB,JPEG
179.jpg,engraving,83537,401,500,RGB,JPEG
192.jpg,sculpture,25486,350,350,RGB,JPEG
i - 948.jpeg,sculpture,12839,286,320,RGB,JPEG
i - 797.jpeg,sculpture,12163,213,320,RGB,JPEG
i - 365.jpeg,engraving,25468,216,320,RGB,JPEG
739.jpg,iconography,72959,480,585,RGB,JPEG
2063.jpg,painting,11480,290,320,RGB,JPEG
i - 217.jpeg,sculpture,13298,251,320,RGB,JPEG
2352.jpg,painting,17961,290,432,RGB,JPEG
i - 761.jpeg,iconography,23661,251,320,RGB,JPEG
2331.jpg,painting,10589,290,145,RGB,JPEG
151.jpg,engraving,41195,425,400,RGB,JPEG
2236.jpg,painting,7610,290,288,RGB,JPEG
i - 1164 20.26.47.jpeg,sculpture,18203,478,320,RGB,JPEG
i - 124.jpeg,iconography,16232,480,287,RGB,JPEG
i - 737.jpeg,sculpture,8734,240,320,RGB,JPEG
i - 546.jpeg,drawings,25388,417,320,RGB,JPEG
i - 595.jpeg,engraving,57860,372,320,RGB,JPEG
33.jpg,iconography,34316,424,587,RGB,JPEG
i - 1232.jpeg,sculpture,20754,427,320,RGB,JPEG
1782.jpg,painting,15263,290,225,RGB,JPEG
i - 821.jpeg,iconography,37990,284,320,RGB,JPEG
1053.jpg,painting,8176,290,185,RGB,JPEG
i - 1431.jpeg,sculpture,6872,213,320,RGB,JPEG
2364.jpg,painting,14564,290,361,RGB,JPEG
1546.jpg,painting,7854,290,387,RGB,JPEG
i - 441.jpeg,sculpture,19862,213,320,RGB,JPEG
i - 486.jpeg,sculpture,18679,240,320,RGB,JPEG
i - 723.jpeg,iconography,19694,240,320,RGB,JPEG
i - 920.jpeg,drawings,20560,241,320,RGB,JPEG
2231.jpg,painting,19978,290,359,RGB,JPEG
i - 605.jpeg,sculpture,15974,382,320,RGB,JPEG
73.jpg,iconography,83717,600,903,RGB,JPEG
i - 601.jpeg,sculpture,16984,171,320,RGB,JPEG
0496.jpg,painting,7854,290,387,RGB,JPEG
i - 176.jpeg,drawings,18216,204,300,RGB,JPEG
1411.jpg,painting,8548,290,171,RGB,JPEG
12.jpg,sculpture,22910,640,360,RGB,JPEG
i - 1197.jpeg,iconography,41989,480,270,RGB,JPEG
1732.jpg,painting,5051,290,210,RGB,JPEG
2018.jpg,painting,14564,290,361,RGB,JPEG
1011.jpg,painting,13034,290,383,RGB,JPEG
1571.jpg,painting,7854,290,387,RGB,JPEG
0835.jpg,painting,19993,290,433,RGB,JPEG
224.png,sculpture,387472,620,334,RGB,PNG
i - 956.jpeg,drawings,22643,480,308,RGB,JPEG
541.jpg,iconography,122882,465,750,RGB,JPEG
i - 227.jpeg,drawings,21256,480,199,RGB,JPEG
i - 775.jpeg,sculpture,7926,320,320,RGB,JPEG
i - 516.jpeg,drawings,21300,242,320,RGB,JPEG
i - 800.jpeg,iconography,19815,240,320,RGB,JPEG
3158_mainfoto_05.jpg,sculpture,35107,290,434,RGB,JPEG
i - 436.jpeg,drawings,10232,240,320,RGB,JPEG
i - 967.jpeg,drawings,10521,223,320,RGB,JPEG
i - 403.jpeg,engraving,34515,320,320,RGB,JPEG
i - 209.jpeg,iconography,26918,224,320,RGB,JPEG
i - 1078.jpeg,iconography,20310,320,320,RGB,JPEG
i - 1380.jpeg,sculpture,6840,210,320,RGB,JPEG
728.jpg,iconography,765446,642,800,RGB,JPEG
i - 919.jpeg,drawings,22423,412,320,RGB,JPEG
2291.jpg,painting,12547,290,377,RGB,JPEG
4475_mainfoto_05.jpg,sculpture,21283,290,530,RGB,JPEG
0673.jpg,painting,17526,290,376,RGB,JPEG
2160.jpg,painting,30798,290,333,RGB,JPEG
443.jpg,iconography,750541,700,822,RGB,JPEG
i - 16.jpeg,drawings,17204,239,320,RGB,JPEG
286.jpg,sculpture,28181,375,562,RGB,JPEG
i - 183.jpeg,drawings,32408,428,320,RGB,JPEG
0652.jpg,painting,10317,290,368,RGB,JPEG
1882.jpg,painting,9702,290,209,RGB,JPEG
i - 201.jpeg,engraving,15782,158,200,RGB,JPEG
i - 487.jpeg,iconography,29104,427,320,RGB,JPEG
i - 752.jpeg,sculpture,39439,427,320,RGB,JPEG
2355.jpg,painting,13823,290,184,RGB,JPEG
1361.jpg,painting,6023,290,171,RGB,JPEG
i - 393.jpeg,drawings,23908,221,320,RGB,JPEG
i - 508.jpeg,sculpture,32986,320,320,RGB,JPEG
i - 1120.jpeg,sculpture,27921,480,320,RGB,JPEG
i - 114.jpeg,engraving,16818,226,320,RGB,JPEG
i - 272.jpeg,engraving,33366,480,240,RGB,JPEG
images (32).jpeg,drawings,5408,179,282,RGB,JPEG
1555.jpg,painting,4368,290,202,RGB,JPEG
i - 1056.jpeg,sculpture,18958,233,320,RGB,JPEG
i - 1464.jpeg,iconography,31215,265,320,RGB,JPEG
i - 380.jpeg,iconography,25202,427,320,RGB,JPEG
i - 863.jpeg,drawings,40736,404,320,RGB,JPEG
i - 34.jpeg,drawings,41219,453,320,RGB,JPEG
0476.jpg,painting,7357,290,189,RGB,JPEG
327.jpg,iconography,240197,670,1000,RGB,JPEG
i - 253.jpeg,drawings,31076,480,251,RGB,JPEG
273.jpg,iconography,96516,600,511,RGB,JPEG
i - 247.jpeg,sculpture,29274,240,320,RGB,JPEG
i - 190.jpeg,drawings,18025,480,311,RGB,JPEG
i - 248.jpeg,engraving,56741,470,320,RGB,JPEG
i - 1348.jpeg,iconography,33532,480,319,RGB,JPEG
i - 816.jpeg,sculpture,32259,480,316,RGB,JPEG
i - 1206.jpeg,iconography,48833,480,285,RGB,JPEG
i - 601.jpeg,engraving,10893,113,320,RGB,JPEG
0358.jpg,painting,8155,290,186,RGB,JPEG
i - 1067.jpeg,sculpture,7214,212,320,RGB,JPEG
i - 649.jpeg,sculpture,17187,480,305,RGB,JPEG
223.jpg,sculpture,160666,765,864,RGB,JPEG
1251.jpg,painting,9364,290,203,RGB,JPEG
i - 513.jpeg,drawings,22235,480,200,RGB,JPEG
i - 922.jpeg,drawings,8457,240,320,RGB,JPEG
2066.jpg,painting,12547,290,377,RGB,JPEG
i - 1159.jpeg,iconography,28422,278,320,RGB,JPEG
i - 1490.jpeg,iconography,19471,240,320,RGB,JPEG
0464.jpg,painting,14272,290,365,RGB,JPEG
i - 78.jpeg,sculpture,9542,208,320,RGB,JPEG
2206.jpg,painting,13425,290,234,RGB,JPEG
i - 306.jpeg,engraving,26882,250,320,RGB,JPEG
1056.jpg,painting,14102,290,152,RGB,JPEG
1963.jpg,painting,11480,290,320,RGB,JPEG
i - 476.jpeg,engraving,81521,475,320,RGB,JPEG
i - 154.jpeg,iconography,27520,270,320,RGB,JPEG
0014.jpg,painting,14272,290,365,RGB,JPEG
6006_mainfoto_05.jpg,sculpture,16889,290,390,RGB,JPEG
0842.jpg,painting,12973,290,360,RGB,JPEG
i - 536.jpeg,iconography,13688,480,121,RGB,JPEG
i - 637.jpeg,iconography,23537,263,320,RGB,JPEG
i - 1203.jpeg,drawings,40990,427,320,RGB,JPEG
283 20.26.19.jpg,iconography,89092,548,700,RGB,JPEG
i - 257.jpeg,drawings,30503,450,320,RGB,JPEG
0016.jpg,painting,12547,290,377,RGB,JPEG
0427.jpg,painting,13861,290,152,RGB,JPEG
0845.jpg,painting,13909,290,388,RGB,JPEG
1138.jpg,painting,11480,290,320,RGB,JPEG
i - 69.jpeg,drawings,24775,247,320,RGB,JPEG
i - 627.jpeg,iconography,22560,427,320,RGB,JPEG
i - 1258.jpeg,iconography,33333,480,320,RGB,JPEG
78.jpg,engraving,279924,480,640,RGB,JPEG
337.jpg,iconography,231695,768,889,RGB,JPEG
212.jpg,engraving,197647,1600,428,RGB,JPEG
i - 893.jpeg,drawings,15878,216,320,RGB,JPEG
0395.jpg,painting,13909,290,388,RGB,JPEG
i - 389.jpeg,iconography,13758,240,320,RGB,JPEG
i - 390.jpeg,drawings,8879,229,320,RGB,JPEG
i - 150.jpeg,iconography,28124,260,320,RGB,JPEG
2198.jpg,painting,17526,290,376,RGB,JPEG
1083.jpg,painting,14756,290,151,RGB,JPEG
0515.jpg,painting,11693,290,226,RGB,JPEG
i - 226.jpeg,iconography,28208,320,320,RGB,JPEG
1119.jpg,painting,16074,290,330,RGB,JPEG
i - 625.jpeg,sculpture,10518,241,320,RGB,JPEG
636.jpg,iconography,92523,656,604,RGB,JPEG
i - 1003 20.26.47.jpeg,sculpture,23340,468,320,RGB,JPEG
i - 641 20.26.47.jpeg,sculpture,10717,229,320,RGB,JPEG
i - 462.jpeg,sculpture,55880,480,320,RGB,JPEG
i - 96.jpeg,sculpture,11703,235,320,RGB,JPEG
i - 930.jpeg,iconography,29807,271,320,RGB,JPEG
i - 557.jpeg,sculpture,18821,240,320,RGB,JPEG
0460.jpg,painting,13996,290,387,RGB,JPEG
693.jpg,iconography,447492,574,700,RGB,JPEG
i - 1555.jpeg,iconography,22882,266,320,RGB,JPEG
i - 81.jpeg,sculpture,10881,390,130,RGB,JPEG
i - 302.jpeg,drawings,16221,472,320,RGB,JPEG
418.jpg,iconography,211610,500,590,RGB,JPEG
0318.jpg,painting,14564,290,361,RGB,JPEG
2131.jpg,painting,11387,290,249,RGB,JPEG
i - 1153.jpeg,drawings,154502,1000,726,RGB,JPEG
0281.jpg,painting,10338,290,367,RGB,JPEG
i - 188 20.26.46.jpeg,sculpture,22758,480,252,RGB,JPEG
302.jpg,iconography,209007,650,856,RGB,JPEG
i - 156.jpeg,sculpture,6511,219,320,RGB,JPEG
i - 687.jpeg,sculpture,7135,102,320,RGB,JPEG
267.jpg,sculpture,215995,700,1050,RGB,JPEG
i - 1353.jpeg,sculpture,26896,378,320,RGB,JPEG
1578.jpg,painting,13258,290,451,RGB,JPEG
200.jpg,iconography,85354,690,833,RGB,JPEG
i - 1450.jpeg,iconography,28560,320,320,RGB,JPEG
i - 621.jpeg,sculpture,23927,319,320,RGB,JPEG
2260.jpg,painting,11225,290,351,RGB,JPEG
1297.jpg,painting,10540,290,244,RGB,JPEG
2149.jpg,painting,14740,290,356,RGB,JPEG
0412.jpg,painting,13280,290,407,RGB,JPEG
1369.jpg,painting,16074,290,330,RGB,JPEG
0128.jpg,painting,14668,290,300,RGB,JPEG
1427.jpg,painting,9458,290,390,RGB,JPEG
i - 512.jpeg,sculpture,8578,255,320,RGB,JPEG
1731.jpg,painting,15629,290,467,RGB,JPEG
i - 158.jpeg,iconography,21311,267,320,RGB,JPEG
i - 527.jpeg,engraving,17801,224,320,RGB,JPEG
0139.jpg,painting,14272,290,365,RGB,JPEG
i - 1141.jpeg,sculpture,23890,320,320,RGB,JPEG
i - 1015.jpeg,drawings,41618,402,320,RGB,JPEG
1365.jpg,painting,11693,290,226,RGB,JPEG
i - 1032.jpeg,drawings,35022,480,292,RGB,JPEG
48.jpg,iconography,23609,337,425,RGB,JPEG
i - 329.jpeg,engraving,58185,417,320,RGB,JPEG
i - 1337.jpeg,sculpture,15157,400,320,RGB,JPEG
i - 194.jpeg,iconography,48471,480,272,RGB,JPEG
i - 1448.jpeg,iconography,21762,268,320,RGB,JPEG
i - 1412.jpeg,iconography,17103,240,320,RGB,JPEG
i - 192.jpeg,sculpture,15039,214,320,RGB,JPEG
i - 1389.jpeg,sculpture,16232,480,309,RGB,JPEG
i - 212.jpeg,sculpture,10225,215,320,RGB,JPEG
i - 1462.jpeg,iconography,15146,240,320,RGB,JPEG
i - 858.jpeg,drawings,35105,436,320,RGB,JPEG
i - 1055.jpeg,drawings,23473,451,320,RGB,JPEG
3460_mainfoto_05.jpg,drawings,15409,290,193,RGB,JPEG
44.jpg,engraving,87776,660,495,RGB,JPEG
i - 252.jpeg,engraving,15628,153,320,RGB,JPEG
i - 837.jpeg,iconography,24653,269,320,RGB,JPEG
i - 423.jpeg,iconography,28750,250,320,RGB,JPEG
i - 1256.jpeg,iconography,35699,273,320,RGB,JPEG
i - 1039.jpeg,iconography,28041,274,320,RGB,JPEG
653.jpeg,iconography,149606,600,730,RGB,JPEG
i - 443.jpeg,engraving,30407,248,320,RGB,JPEG
i - 683.jpeg,drawings,32506,224,320,RGB,JPEG
2308.jpg,painting,18273,290,389,RGB,JPEG
1066.jpg,painting,12547,290,377,RGB,JPEG
i - 1341.jpeg,iconography,38325,261,320,RGB,JPEG
i - 313.jpeg,engraving,22400,242,320,RGB,JPEG
i - 513.jpeg,sculpture,9033,320,320,RGB,JPEG
189.jpg,engraving,93554,344,400,RGB,JPEG
i - 446.jpeg,sculpture,22933,400,320,RGB,JPEG
i - 284.jpeg,sculpture,49224,426,320,RGB,JPEG
i - 92.jpeg,iconography,24364,427,320,RGB,JPEG
i - 303.jpeg,sculpture,27369,427,320,RGB,JPEG
0795.jpg,painting,13909,290,388,RGB,JPEG
0611.jpg,painting,8990,290,211,RGB,JPEG
i - 578.jpeg,engraving,24476,300,320,RGB,JPEG
i - 240.jpeg,drawings,9320,223,320,RGB,JPEG
2160_mainfoto_05.jpg,iconography,25330,290,357,RGB,JPEG
251.jpg,sculpture,46120,611,633,RGB,JPEG
i - 1414.jpeg,iconography,23177,261,320,RGB,JPEG
i - 324.jpeg,engraving,28955,242,320,RGB,JPEG
97.jpg,engraving,173772,548,448,RGB,JPEG
0028.jpg,painting,15375,290,413,RGB,JPEG
i - 46.jpeg,iconography,39444,427,320,RGB,JPEG
134.jpg,iconography,72085,550,675,RGB,JPEG
i - 1441.jpeg,iconography,11545,240,320,RGB,JPEG
i - 929.jpeg,iconography,30623,245,320,RGB,JPEG
i - 722.jpeg,iconography,20595,277,320,RGB,JPEG
388.jpg,sculpture,165868,600,840,RGB,JPEG
0833.jpg,painting,18195,290,433,RGB,JPEG
0694.jpg,painting,16074,290,330,RGB,JPEG
114.jpg,sculpture,27753,565,668,RGB,JPEG
i - 1100.jpeg,sculpture,17262,320,320,RGB,JPEG
i - 1339.jpeg,iconography,31605,427,320,RGB,JPEG
i - 370.jpeg,engraving,25947,218,320,RGB,JPEG
1409.jpg,painting,13678,290,203,RGB,JPEG
629.jpg,iconography,85663,500,605,RGB,JPEG
3137_mainfoto_05.jpg,sculpture,39838,290,552,RGB,JPEG
5768_mainfoto_05.jpg,sculpture,13270,290,502,RGB,JPEG
i - 1403.jpeg,sculpture,21596,220,320,RGB,JPEG
i - 830.jpeg,sculpture,9166,240,320,RGB,JPEG
i - 1009.jpeg,iconography,22715,429,320,RGB,JPEG
i - 206.jpeg,iconography,26129,400,320,RGB,JPEG
1993.jpg,painting,14564,290,361,RGB,JPEG
i - 411.jpeg,drawings,13500,251,320,RGB,JPEG
377.jpg,iconography,168261,421,641,RGB,JPEG
580.jpg,iconography,760697,705,851,RGB,JPEG
0383.jpg,painting,13954,290,152,RGB,JPEG
i - 1021.jpeg,drawings,10974,181,320,RGB,JPEG
2194.jpg,painting,16074,290,330,RGB,JPEG
i - 279.jpeg,iconography,27161,263,320,RGB,JPEG
i - 58.jpeg,drawings,36473,480,268,RGB,JPEG
i - 529.jpeg,drawings,24892,311,320,RGB,JPEG
i - 269.jpeg,sculpture,13087,240,320,RGB,JPEG
i - 436.jpeg,sculpture,17246,213,320,RGB,JPEG
i - 653.jpeg,drawings,21633,427,320,RGB,JPEG
i - 104.jpeg,engraving,48839,404,320,RGB,JPEG
i - 436.jpeg,iconography,14131,214,320,RGB,JPEG
i - 999.jpeg,iconography,23611,251,320,RGB,JPEG
i - 151.jpeg,iconography,33840,320,320,RGB,JPEG
i - 509.jpeg,drawings,16835,240,320,RGB,JPEG
0502.jpg,painting,18631,290,387,RGB,JPEG
i - 1126.jpeg,iconography,14277,240,320,RGB,JPEG
1460.jpg,painting,15838,290,230,RGB,JPEG
295 20.26.46.jpg,sculpture,35694,800,800,RGB,JPEG
i - 1341.jpeg,sculpture,33049,427,320,RGB,JPEG
i - 338.jpeg,sculpture,20434,427,320,RGB,JPEG
i - 1267.jpeg,iconography,21734,427,320,RGB,JPEG
i - 450.jpeg,engraving,21203,228,320,RGB,JPEG
i - 1245.jpeg,sculpture,11043,256,320,RGB,JPEG
0821.jpg,painting,7854,290,387,RGB,JPEG
1278.jpg,painting,19564,290,360,RGB,JPEG
i - 590.jpeg,iconography,29841,361,320,RGB,JPEG
i - 713.jpeg,drawings,28393,480,311,RGB,JPEG
i - 200.jpeg,sculpture,10733,226,320,RGB,JPEG
i - 711.jpeg,drawings,49068,480,312,RGB,JPEG
i - 288.jpeg,sculpture,12359,211,320,RGB,JPEG
i - 96.jpeg,drawings,30885,220,320,RGB,JPEG
i - 1183.jpeg,iconography,21175,240,320,RGB,JPEG
5795_mainfoto_05.jpg,sculpture,21158,290,441,RGB,JPEG
i - 226.jpeg,sculpture,18235,480,313,RGB,JPEG
i - 635.jpeg,iconography,16462,240,320,RGB,JPEG
311.jpg,sculpture,56380,734,450,RGB,JPEG
i - 1063.jpeg,iconography,32608,427,320,RGB,JPEG
i - 543.jpeg,engraving,19776,265,320,RGB,JPEG
i - 738.jpeg,sculpture,30619,472,320,RGB,JPEG
i - 1159.jpeg,sculpture,18855,240,320,RGB,JPEG
i - 343.jpeg,sculpture,13897,240,320,RGB,JPEG
i - 1233.jpeg,sculpture,35799,320,320,RGB,JPEG
i - 1145.jpeg,iconography,25332,427,320,RGB,JPEG
2023.jpg,painting,17526,290,376,RGB,JPEG
i - 576.jpeg,sculpture,25876,427,320,RGB,JPEG
i - 226.jpeg,engraving,55876,480,288,RGB,JPEG
i - 1017.jpeg,iconography,22112,427,320,RGB,JPEG
1161.jpg,painting,11692,290,369,RGB,JPEG
i - 383.jpeg,iconography,27661,320,320,RGB,JPEG
8.jpg,iconography,89170,715,955,RGB,JPEG
271.jpg,iconography,68299,640,425,RGB,JPEG
i - 406.jpeg,sculpture,18377,457,320,RGB,JPEG
2181.jpg,painting,22178,290,430,RGB,JPEG
i - 105.jpeg,sculpture,21317,213,320,RGB,JPEG
i - 765.jpeg,sculpture,16106,180,320,RGB,JPEG
1434.jpg,painting,16884,290,385,RGB,JPEG
2003.jpg,painting,15246,290,213,RGB,JPEG
i - 105.jpeg,drawings,11931,223,320,RGB,JPEG
83.jpg,iconography,265808,574,800,RGB,JPEG
2274.jpg,painting,14740,290,356,RGB,JPEG
i - 1107.jpeg,drawings,106041,750,504,RGB,JPEG
i - 1223.jpeg,sculpture,17669,320,320,RGB,JPEG
i - 940.jpeg,sculpture,25278,427,320,RGB,JPEG
i - 847.jpeg,drawings,21649,285,320,RGB,JPEG
195.jpg,iconography,245096,768,1011,RGB,JPEG
i - 1143.jpeg,drawings,14165,257,320,RGB,JPEG
314.jpg,sculpture,111940,490,600,RGB,JPEG
0962.jpg,painting,7467,290,193,RGB,JPEG
i - 293.jpeg,iconography,31153,255,320,RGB,JPEG
i - 169.jpeg,sculpture,20913,213,320,RGB,JPEG
i - 712.jpeg,sculpture,29850,480,287,RGB,JPEG
i - 266.jpeg,iconography,27834,284,320,RGB,JPEG
i - 1112.jpeg,sculpture,23548,306,320,RGB,JPEG
146.jpg,engraving,935030,732,1000,RGB,JPEG
i - 1363.jpeg,iconography,32318,427,320,RGB,JPEG
i - 1486.jpeg,sculpture,18569,212,320,RGB,JPEG
332.jpg,iconography,136616,750,576,RGB,JPEG
3328_mainfoto_05.jpg,engraving,10964,290,181,RGB,JPEG
3314_mainfoto_05.jpg,engraving,12297,290,195,RGB,JPEG
1596.jpg,painting,7854,290,387,RGB,JPEG
i - 84.jpeg,iconography,18387,240,320,RGB,JPEG
i - 1184.jpeg,drawings,20309,228,320,RGB,JPEG
0357.jpg,painting,10639,290,400,RGB,JPEG
i - 306.jpeg,drawings,46546,459,320,RGB,JPEG
i - 957.jpeg,drawings,16754,225,320,RGB,JPEG
i - 888.jpeg,iconography,16084,347,320,RGB,JPEG
i - 668.jpeg,iconography,29579,269,320,RGB,JPEG
0666.jpg,painting,12547,290,377,RGB,JPEG
2237.jpg,painting,7262,290,289,RGB,JPEG
i - 520.jpeg,sculpture,12572,322,320,RGB,JPEG
1321.jpg,painting,7854,290,387,RGB,JPEG
1957.jpg,painting,13249,290,210,RGB,JPEG
i - 390.jpeg,engraving,36747,247,320,RGB,JPEG
i - 387.jpeg,drawings,34566,358,320,RGB,JPEG
1034.jpg,painting,7047,290,195,RGB,JPEG
0197.jpg,painting,10540,290,244,RGB,JPEG
i - 691.jpeg,iconography,33614,281,320,RGB,JPEG
i - 552.jpeg,drawings,9777,427,320,RGB,JPEG
0558.jpg,painting,10334,290,219,RGB,JPEG
i - 1137.jpeg,iconography,20788,327,320,RGB,JPEG
50.jpg,iconography,36314,307,450,RGB,JPEG
676.jpg,iconography,430124,597,800,RGB,JPEG
i - 1197.jpeg,sculpture,29476,480,313,RGB,JPEG
i - 247.jpeg,iconography,26827,281,320,RGB,JPEG
0651.jpg,painting,12206,290,390,RGB,JPEG
0445.jpg,painting,13909,290,388,RGB,JPEG
i - 539.jpeg,engraving,43634,453,320,RGB,JPEG
i - 1309.jpeg,iconography,24680,241,320,RGB,JPEG
4587_mainfoto_05.jpg,sculpture,13174,290,383,RGB,JPEG
i - 1112.jpeg,iconography,25588,427,320,RGB,JPEG
0863.jpg,painting,11480,290,320,RGB,JPEG
0585.jpg,painting,23193,290,394,RGB,JPEG
2074.jpg,painting,14740,290,356,RGB,JPEG
i - 304.jpeg,engraving,19848,457,320,RGB,JPEG
i - 1239.jpeg,iconography,15490,205,320,RGB,JPEG
i - 503.jpeg,drawings,13346,239,320,RGB,JPEG
i - 1255.jpeg,iconography,23288,320,320,RGB,JPEG
1986.jpg,painting,12920,290,230,RGB,JPEG
2172.jpg,painting,10540,290,244,RGB,JPEG
2191.jpg,painting,12547,290,377,RGB,JPEG
i - 878.jpeg,drawings,24136,240,320,RGB,JPEG
i - 1034.jpeg,drawings,38554,470,320,RGB,JPEG
i - 1350.jpeg,iconography,23983,320,320,RGB,JPEG
i - 244.jpeg,iconography,23483,328,320,RGB,JPEG
1709.jpg,painting,10358,290,197,RGB,JPEG
i - 658.jpeg,iconography,19284,278,320,RGB,JPEG
326.jpeg,sculpture,35320,409,561,RGB,JPEG
i - 946.jpeg,iconography,12103,240,320,RGB,JPEG
i - 703.jpeg,sculpture,44942,426,320,RGB,JPEG
i - 872.jpeg,iconography,31440,266,320,RGB,JPEG
i - 1066.jpeg,drawings,34996,389,320,RGB,JPEG
i - 1392.jpeg,iconography,15191,320,320,RGB,JPEG
i - 470 20.26.19.jpeg,iconography,17967,320,320,RGB,JPEG
i - 589.jpeg,engraving,24422,256,320,RGB,JPEG
i - 1316.jpeg,sculpture,20094,330,320,RGB,JPEG
i - 1100.jpeg,drawings,26759,342,266,RGB,JPEG
i - 1284.jpeg,sculpture,15914,320,320,RGB,JPEG
1662.jpg,painting,18729,290,385,RGB,JPEG
i - 387.jpeg,engraving,28168,247,320,RGB,JPEG
710.jpg,iconography,226262,367,600,RGB,JPEG
